
우리나라기후평년값
[검색조건]
검색구분 : 일별평년값
, 지점명 : 전체
, 기간 : 1991~2020년 05월 19일~06월 17일
지점명,지점번호,일시,평균기온(°C),최고기온(°C),최저기온(°C),강수량(mm),습도(%),일조시간(hr),전운량(1/10),소형증발량(mm),현지기압(hPa),해면기압(hPa),평균풍속(m/sec)
장동,648,06-07,      21.6,      27.9,      16.0,       1.5,,,,,,,       1.0
부평,649,06-07,      21.5,      28.2,      16.0,       1.6,,,,,,,       0.5
연천청산,652,06-07,      21.6,      28.1,      15.9,       1.3,,,,,,,       1.1
양양,670,06-07,      19.8,      23.8,      16.1,       2.0,,,,,,,       2.3
사북,674,06-07,      17.8,      23.9,      12.4,       2.0,,,,,,,       2.3
무안,699,06-07,      21.1,      26.7,      16.6,       0.8,,,,,,,       1.6
무주,701,06-07,      20.6,      27.4,      14.7,       1.4,,,,,,,       1.2
익산,702,06-07,      21.7,      27.7,      16.9,       1.5,,,,,,,       1.5
진안,703,06-07,      19.6,      26.2,      13.9,       1.8,,,,,,,       1.3
담양,706,06-07,      21.6,      27.6,      16.6,       1.4,,,,,,,       1.6
광산,708,06-07,      21.8,      28.3,      16.5,       1.7,,,,,,,       1.6
구례,709,06-07,      21.9,      28.6,      16.5,       1.5,,,,,,,       1.4
나주,710,06-07,      21.8,      28.4,      16.8,       1.6,,,,,,,       1.3
순천시,712,06-07,      21.8,      26.8,      17.8,       2.0,,,,,,,       1.6
광양읍,713,06-07,      21.8,      27.9,      17.0,       1.7,,,,,,,       1.1
조선대,722,06-07,      22.0,      27.9,      17.3,       1.3,,,,,,,       1.8
거문도,723,06-07,      19.6,      23.1,      17.5,       3.2,,,,,,,       2.7
추자도,724,06-07,      18.8,      22.0,      16.7,       2.2,,,,,,,       3.1
장성,730,06-07,      21.2,      27.9,      15.8,       1.3,,,,,,,       1.3
영암,731,06-07,      21.6,      27.3,      17.1,       1.6,,,,,,,       1.9
보성,732,06-07,      20.0,      25.8,      15.2,       2.4,,,,,,,       1.6
완주,734,06-07,      21.6,      28.4,      16.0,       1.6,,,,,,,       1.6
김제,737,06-07,      21.6,      27.4,      17.5,       1.4,,,,,,,       1.9
화순,741,06-07,      21.6,      28.4,      16.4,       1.5,,,,,,,       1.0
함평,754,06-07,      21.4,      27.2,      16.9,       1.1,,,,,,,       1.6
곡성,768,06-07,      21.8,      28.3,      16.4,       1.7,,,,,,,       1.2
성판악,782,06-07,      16.6,      20.6,      12.8,       6.7,,,,,,,       1.9
풍암,788,06-07,      22.4,      28.9,      17.3,       1.4,,,,,,,       1.2
압해도,789,06-07,      21.0,      25.9,      17.4,       1.2,,,,,,,       2.3
영양,801,06-07,      19.1,      26.2,      13.1,       1.7,,,,,,,       1.4
성주,810,06-07,      21.6,      28.3,      15.8,       1.6,,,,,,,       1.2
고령,812,06-07,      21.4,      28.2,      15.5,       1.6,,,,,,,       0.9
청도,813,06-07,      21.2,      28.2,      15.6,       1.5,,,,,,,       1.4
예천,815,06-07,      20.9,      27.9,      14.9,       1.3,,,,,,,       1.1
김천,822,06-07,      21.6,      28.7,      15.6,       1.7,,,,,,,       1.0
군위,823,06-07,      20.8,      28.4,      14.5,       1.4,,,,,,,       1.4
칠곡,825,06-07,      22.1,      28.6,      16.8,       2.0,,,,,,,       1.6
경산,827,06-07,      22.1,      28.7,      16.9,       1.6,,,,,,,       1.9
달성,828,06-07,      22.5,      29.2,      17.0,       1.4,,,,,,,       1.5
대구서구,846,06-07,      22.8,      29.1,      17.7,       1.3,,,,,,,       1.9
신암,860,06-07,      22.5,      28.3,      17.6,       1.7,      59.5,       7.3,       5.5,,    1002.9,    1009.8,       2.4
완산,864,06-07,      22.1,      28.2,      16.9,       2.0,      66.4,       6.5,       5.4,       5.0,    1002.9,    1009.1,       1.6
삼척,876,06-07,      19.4,      23.2,      16.0,       1.8,,,,,,,       1.8
울기,901,06-07,      18.8,      22.2,      16.8,       2.2,,,,,,,       2.2
삼천포,907,06-07,      20.6,      24.8,      17.8,       1.9,,,,,,,       1.6
영도,910,06-07,      19.1,      22.4,      16.7,       2.7,,,,,,,       4.0
고성,918,06-07,      21.1,      26.5,      16.8,       2.1,,,,,,,       1.9
창녕,919,06-07,      22.3,      29.4,      16.4,       1.2,,,,,,,       1.9
함안,920,06-07,      21.4,      28.7,      15.9,       1.7,,,,,,,       1.3
가덕도,921,06-07,      19.7,      23.5,      17.2,       1.9,,,,,,,       3.4
기장,923,06-07,      19.6,      24.0,      15.7,       2.9,,,,,,,       1.8
간절곶,924,06-07,      18.9,      21.6,      16.8,       2.5,,,,,,,       3.3
하동,932,06-07,      22.0,      28.0,      17.3,       2.1,,,,,,,       1.3
해운대,937,06-07,      20.2,      24.3,      17.0,       2.7,,,,,,,       2.1
부산진,938,06-07,      21.2,      25.5,      17.8,       2.5,,,,,,,       2.1
동래,940,06-07,      21.1,      25.9,      17.3,       2.4,,,,,,,       1.7
북구,941,06-07,      21.1,      26.0,      17.3,       2.4,,,,,,,       2.2
부산남구,942,06-07,      20.8,      24.5,      18.0,       2.9,,,,,,,       2.1
정자,949,06-07,      20.0,      24.2,      16.3,       1.5,,,,,,,       2.5
속초,90,06-08,      18.7,      22.6,      15.4,       1.5,      78.1,       5.9,,,    1006.8,    1008.9,       2.0
철원,95,06-08,      20.6,      26.5,      15.1,       2.3,      69.0,       7.0,,,     990.7,    1008.5,       1.7
동두천,98,06-08,      21.2,      28.0,      15.9,       1.8,      66.3,       6.7,,,     995.7,    1008.5,       1.4
파주,99,06-08,      20.6,      27.0,      15.7,       2.6,      74.3,       6.8,,,    1005.3,    1008.8,       1.3
대관령,100,06-08,      15.4,      20.9,      10.4,       2.5,      77.3,       6.8,,,     918.4,    1009.4,       2.8
춘천,101,06-08,      21.6,      28.0,      16.0,       2.3,      68.9,       7.1,,,     999.9,    1008.6,       1.2
백령도,102,06-08,      18.2,      22.3,      15.3,       1.5,      78.5,       6.1,       6.4,,     992.7,    1008.2,       3.8
강릉,105,06-08,      20.5,      24.6,      16.6,       1.3,      67.8,       6.2,,,    1006.2,    1009.2,       1.9
동해,106,06-08,      18.6,      22.3,      15.3,       1.2,      76.2,       6.3,,,    1004.8,    1009.1,       1.9
서울,108,06-08,      22.2,      27.4,      17.9,       2.5,      63.1,       6.4,       5.6,       5.1,     998.8,    1008.7,       2.1
인천,112,06-08,      20.6,      25.1,      17.0,       2.0,      73.6,       7.3,       5.7,       4.7,    1000.6,    1008.6,       2.3
원주,114,06-08,      21.8,      27.9,      16.4,       2.1,      65.1,       6.6,,,     991.5,    1008.6,       1.1
울릉도,115,06-08,      18.3,      21.9,      15.3,       2.1,      77.5,       7.2,       6.1,       4.7,     984.3,    1010.0,       3.2
수원,119,06-08,      21.6,      27.1,      16.9,       2.0,      68.9,       6.7,       5.6,       5.1,    1004.9,    1009.0,       1.7
영월,121,06-08,      20.7,      28.1,      14.4,       2.4,      66.9,       6.8,,,     981.3,    1008.7,       1.3
충주,127,06-08,      21.4,      27.6,      15.7,       2.3,      63.3,       7.1,,,     997.6,    1008.8,       1.5
서산,129,06-08,      20.5,      26.1,      16.0,       2.6,      75.1,       7.0,,,    1006.1,    1009.1,       2.1
울진,130,06-08,      18.3,      22.3,      14.9,       1.8,      79.8,       6.9,,,    1003.5,    1009.4,       2.7
청주,131,06-08,      22.4,      28.0,      17.5,       2.8,      62.2,       7.1,       5.6,       5.4,    1002.2,    1008.8,       1.7
대전,133,06-08,      22.2,      27.8,      17.1,       3.4,      67.0,       7.2,       5.7,       4.9,    1000.9,    1008.9,       1.8
추풍령,135,06-08,      20.4,      26.5,      15.0,       2.8,      68.3,       6.6,,,     981.0,    1009.0,       1.9
안동,136,06-08,      21.2,      27.6,      15.5,       2.1,      65.9,       7.3,       5.7,       5.6,     993.1,    1009.3,       1.6
상주,137,06-08,      21.8,      28.2,      16.5,       2.4,      65.9,       6.7,,,     997.6,    1008.8,       1.2
포항,138,06-08,      20.9,      24.9,      17.4,       2.3,      72.4,       6.6,       6.2,       5.0,    1009.4,    1009.9,       2.2
군산,140,06-08,      20.9,      25.8,      17.2,       3.6,      78.3,       7.0,,,    1005.9,    1009.0,       2.7
울산,152,06-08,      20.7,      25.3,      16.7,       2.7,      71.8,       6.1,       6.1,,    1004.7,    1009.6,       1.8
창원,155,06-08,      21.0,      25.6,      17.5,       3.6,      72.5,       6.5,       5.8,,    1006.7,    1009.2,       1.9
광주,156,06-08,      22.2,      27.8,      17.9,       3.1,      69.8,       6.2,       6.2,,    1000.6,    1008.9,       2.0
부산,159,06-08,      20.4,      24.2,      17.4,       4.2,      73.8,       6.7,       5.9,       4.2,    1001.3,    1009.4,       2.9
통영,162,06-08,      20.3,      24.7,      17.1,       4.6,      76.1,       6.7,,,    1006.0,    1009.7,       2.1
목포,165,06-08,      21.0,      25.4,      17.6,       3.1,      77.5,       6.4,       5.9,       4.5,    1004.3,    1009.2,       2.8
여수,168,06-08,      20.5,      23.9,      18.0,       3.1,      75.3,       6.5,       5.8,       4.9,    1001.6,    1009.3,       2.8
흑산도,169,06-08,      18.6,      22.3,      15.8,       2.4,      86.6,       6.2,       6.1,,     999.6,    1008.7,       3.7
완도,170,06-08,      20.4,      24.8,      17.0,       4.4,      77.8,       5.9,,,    1005.6,    1009.2,       2.8
고창,172,06-08,      21.4,      26.8,      17.4,       1.0,      81.4,       5.8,,,    1002.5,    1008.4,       2.2
제주,184,06-08,      20.8,      24.4,      18.1,       2.5,      76.7,       5.9,       6.4,       4.4,    1006.5,    1009.0,       2.7
고산,185,06-08,      20.1,      23.4,      17.5,       2.4,      83.8,       5.8,,,    1000.3,    1008.6,       4.2
성산,188,06-08,      20.2,      23.5,      17.0,       4.6,      81.6,       5.2,,,    1007.2,    1009.4,       2.6
서귀포,189,06-08,      21.2,      24.2,      18.7,       5.5,      78.8,       5.0,       6.7,       3.6,    1002.9,    1008.8,       2.3
진주,192,06-08,      21.1,      27.1,      16.0,       2.8,      71.2,       6.3,,,    1006.2,    1009.2,       1.3
강화,201,06-08,      19.7,      24.9,      15.2,       2.3,      73.2,       7.1,,,    1003.8,    1009.3,       1.9
양평,202,06-08,      21.5,      28.0,      15.8,       2.4,      67.8,       7.3,,,    1003.9,    1009.4,       1.2
이천,203,06-08,      21.4,      27.7,      15.8,       2.0,      64.5,       7.1,,,    1000.0,    1008.8,       1.2
인제,211,06-08,      19.6,      26.8,      14.0,       2.0,      68.3,       7.0,,,     986.2,    1009.2,       1.8
홍천,212,06-08,      20.9,      28.2,      14.9,       2.2,      63.9,       7.2,,,     992.9,    1009.2,       1.3
태백,216,06-08,      17.4,      23.7,      11.8,       2.1,      69.0,       7.0,,,     928.9,    1008.6,       1.5
정선군,217,06-08,      20.4,      27.8,      14.4,       1.8,      65.1,       7.0,,,     973.4,    1008.4,       1.4
제천,221,06-08,      20.1,      26.9,      14.1,       2.1,      66.0,       7.3,,,     979.3,    1009.1,       1.4
보은,226,06-08,      20.5,      26.8,      14.7,       2.5,      67.2,       7.3,,,     988.8,    1008.6,       1.3
천안,232,06-08,      21.2,      27.3,      15.9,       2.4,      66.5,       7.3,,,    1005.1,    1008.9,       1.6
보령,235,06-08,      20.3,      25.3,      16.2,       2.9,      75.6,       7.3,,,    1007.2,    1009.3,       1.5
부여,236,06-08,      21.5,      27.9,      16.2,       3.3,      69.8,       7.3,,,    1007.6,    1009.2,       1.2
금산,238,06-08,      21.0,      27.6,      15.2,       3.6,      66.7,       7.1,,,     989.4,    1009.0,       1.1
부안,243,06-08,      20.8,      26.2,      16.6,       2.6,      73.7,       7.0,,,    1008.1,    1009.3,       1.7
임실,244,06-08,      20.1,      26.9,      14.5,       3.0,      71.1,       6.5,,,     980.9,    1009.1,       1.3
정읍,245,06-08,      21.6,      27.6,      16.7,       2.5,      69.0,       6.2,,,    1003.7,    1009.0,       1.3
남원,247,06-08,      21.5,      27.8,      16.0,       3.0,      69.3,       6.8,,,     997.5,    1009.1,       1.4
장수,248,06-08,      19.6,      25.7,      14.1,       2.9,      73.0,       6.4,,,     962.7,    1008.9,       1.6
영광군,252,06-08,      21.2,      26.6,      17.2,       0.9,      76.0,       6.3,,,    1004.4,    1008.7,       1.9
김해시,253,06-08,      22.0,      27.2,      18.0,       1.9,      68.5,       6.8,,,    1002.9,    1009.7,       1.9
순창군,254,06-08,      21.8,      28.0,      16.8,       2.0,      69.3,       6.6,,,     994.1,    1008.6,       1.6
양산시,257,06-08,      22.1,      27.7,      17.5,       1.6,      64.7,       6.3,,,    1008.5,    1010.2,       2.5
강진군,259,06-08,      21.3,      26.1,      17.4,       2.7,      74.6,       6.1,,,    1007.8,    1009.3,       2.4
장흥,260,06-08,      20.7,      25.8,      16.2,       3.5,      74.6,       5.8,,,    1004.2,    1009.2,       1.9
해남,261,06-08,      20.8,      25.9,      16.5,       3.4,      74.4,       6.4,,,    1007.3,    1009.3,       2.2
고흥,262,06-08,      20.3,      25.5,      15.8,       3.9,      72.7,       5.9,,,    1003.4,    1009.4,       1.4
의령군,263,06-08,      21.6,      27.9,      16.3,       0.9,      74.0,       5.6,,,    1006.8,    1008.4,       1.0
함양군,264,06-08,      21.4,      27.9,      16.0,       1.5,      76.5,       5.9,,,     990.7,    1008.0,       0.9
진도군,268,06-08,      20.7,      25.5,      16.3,       2.6,,,,,,,       1.8
봉화,271,06-08,      19.0,      26.4,      12.2,       2.0,      69.0,       7.2,,,     972.5,    1008.7,       1.3
영주,272,06-08,      20.7,      27.2,      14.7,       2.4,      65.3,       7.4,,,     985.0,    1008.8,       1.8
문경,273,06-08,      20.6,      27.0,      14.8,       2.7,      67.2,       7.0,,,     989.4,    1009.0,       1.5
청송군,276,06-08,      19.8,      27.4,      13.5,       1.8,      71.5,       6.7,,,     984.9,    1008.6,       1.3
영덕,277,06-08,      19.4,      24.7,      14.6,       2.2,      73.0,       7.1,,,    1005.5,    1010.5,       2.3
의성,278,06-08,      20.8,      28.3,      13.9,       2.2,      65.0,       6.7,,,    1000.0,    1009.1,       1.1
구미,279,06-08,      21.9,      28.0,      16.4,       2.2,      64.5,       7.1,,,    1003.9,    1009.3,       1.4
영천,281,06-08,      20.8,      27.1,      15.2,       2.2,      65.7,       6.8,,,     998.9,    1009.7,       1.8
경주시,283,06-08,      21.1,      27.0,      16.3,       1.5,      71.4,       6.1,,,    1004.5,    1008.9,       2.3
경주시,283,06-08,      21.1,      27.0,      16.3,       1.5,      71.4,       6.1,,,    1004.5,    1008.9,       2.3
거창,284,06-08,      20.6,      27.0,      14.8,       3.0,      69.2,       6.8,,,     983.6,    1009.2,       1.3
합천,285,06-08,      21.6,      28.2,      15.8,       1.8,      64.1,       6.1,,,    1005.6,    1009.4,       1.3
밀양,288,06-08,      21.6,      28.0,      16.1,       2.3,      66.6,       6.3,,,    1008.2,    1009.6,       1.5
산청,289,06-08,      21.0,      27.1,      15.9,       2.8,      68.4,       6.6,,,     993.6,    1009.7,       1.4
거제,294,06-08,      20.5,      25.4,      16.3,       5.2,      71.0,       6.8,,,    1004.7,    1009.3,       1.7
남해,295,06-08,      20.9,      26.1,      16.7,       4.9,      70.8,       6.6,,,    1004.7,    1010.1,       1.3
강남,400,06-08,      23.0,      28.1,      19.0,       2.0,,,,,,,       1.5
서초,401,06-08,      23.2,      28.9,      18.7,       2.2,,,,,,,       1.3
강동,402,06-08,      22.6,      28.4,      17.7,       2.5,,,,,,,       1.4
송파,403,06-08,      23.2,      28.4,      18.9,       2.3,,,,,,,       1.6
강서,404,06-08,      22.1,      27.2,      18.0,       2.4,,,,,,,       1.7
양천,405,06-08,      23.1,      28.2,      19.0,       2.4,,,,,,,       1.4
도봉,406,06-08,      21.9,      28.0,      16.7,       2.3,,,,,,,       1.0
노원,407,06-08,      21.7,      28.1,      15.9,       2.0,,,,,,,       1.4
동대문,408,06-08,      23.1,      28.5,      18.8,       2.3,,,,,,,       1.8
중랑,409,06-08,      23.2,      28.2,      18.9,       2.5,,,,,,,       2.1
기상청,410,06-08,      22.5,      27.6,      18.3,       2.5,,,,,,,       1.4
마포,411,06-08,      22.8,      27.9,      18.7,       2.3,,,,,,,       2.1
서대문,412,06-08,      21.6,      27.9,      16.8,       2.5,,,,,,,       1.3
광진,413,06-08,      23.0,      28.3,      18.6,       2.0,,,,,,,       1.7
성북,414,06-08,      21.9,      27.2,      17.7,       2.6,,,,,,,       1.6
용산,415,06-08,      23.1,      28.3,      18.9,       2.4,,,,,,,       1.7
은평,416,06-08,      21.6,      27.2,      16.7,       2.3,,,,,,,       1.5
금천,417,06-08,      22.3,      26.9,      18.3,       1.9,,,,,,,       1.8
중구,419,06-08,      21.4,      27.3,      17.1,       2.1,,,,,,,       1.5
성동,421,06-08,      23.1,      27.9,      19.1,       2.3,,,,,,,       2.2
구로,423,06-08,      21.9,      27.3,      17.4,       2.6,,,,,,,       1.8
강북,424,06-08,      23.0,      28.2,      18.7,       2.3,,,,,,,       1.7
남현,425,06-08,      21.7,      27.4,      16.8,       2.4,,,,,,,       1.2
부천,433,06-08,      22.1,      26.9,      18.1,       2.8,,,,,,,       1.2
안양,434,06-08,      22.0,      26.7,      18.1,       2.5,,,,,,,       1.9
